,Age,WorkClass,fnlwgt,Edu_num,Marital_Status,Occupation,Relationship,Race,Sex,Capital_Gain,Capital_Loss,hpweek,Native_Country,Income
5424,32,Private,153078,13,Never-married,Other-service,Not-in-family,OtherRace,Male,0,0,40,OtherCountry,0
2008,28,Private,246595,9,Never-married,Craft-repair,Own-child,White,Male,0,0,70,United-States,0
31956,21,Private,63899,7,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,0
15231,30,State-gov,193380,13,Never-married,Prof-specialty,Other-relative,White,Male,0,0,35,United-States,0
14019,45,Private,174426,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
4485,27,Private,219371,9,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,40,OtherCountry,0
19646,27,Private,38918,9,Never-married,Transport-moving,Not-in-family,White,Male,0,1876,75,United-States,0
25761,20,Private,472789,2,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,30,OtherCountry,0
22700,31,Private,189759,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,OtherCountry,0
5384,19,Private,308064,9,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,0
47930,21,Private,133375,9,Divorced,Sales,Unmarried,White,Female,0,0,48,United-States,0
609,17,Private,169658,6,Never-married,Other-service,Own-child,White,Female,0,0,21,United-States,0
20849,76,Private,127016,4,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,40,United-States,0
19609,32,Private,27882,10,Never-married,Machine-op-inspct,Other-relative,White,Female,0,2205,40,OtherCountry,0
11871,40,Private,280362,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States,0
20398,29,Private,253799,8,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,42,OtherCountry,0
379,38,Private,172927,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0
48839,38,Private,374983,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0
40439,32,State-gov,90409,10,Never-married,Craft-repair,Own-child,White,Male,0,0,20,United-States,0
17774,33,Private,87605,9,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,0
17471,39,Private,270059,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,0
43022,34,Private,154874,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
40116,76,Private,204113,9,Widowed,Protective-serv,Not-in-family,White,Female,7896,0,18,United-States,0
12789,20,Private,369677,6,Separated,Sales,Not-in-family,White,Female,0,0,36,United-States,0
48579,21,Private,213366,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,38,United-States,0
32018,18,Private,41973,7,Never-married,Adm-clerical,Own-child,White,Female,0,0,5,United-States,0
44161,19,Private,179707,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,United-States,0
18548,24,Private,151443,9,Never-married,Machine-op-inspct,Other-relative,Black,Female,0,0,30,United-States,0
10741,26,Private,36936,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2002,40,United-States,0
28753,20,Private,204226,7,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,0
36081,61,Private,87032,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
35075,18,Private,183274,7,Never-married,Other-service,Own-child,White,Female,594,0,30,United-States,0
41366,49,Private,165539,10,Never-married,Priv-house-serv,Not-in-family,Black,Female,0,0,90,OtherCountry,0
20589,25,Local-gov,227886,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
20000,63,Private,205246,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,0
44390,37,Private,276165,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
23185,26,Private,67257,13,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,0
35794,18,Private,161245,7,Never-married,Other-service,Own-child,White,Male,0,0,8,United-States,0
38661,22,Private,27881,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,0
29561,49,Private,248895,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,0
38175,25,Local-gov,315287,10,Never-married,Protective-serv,Other-relative,Black,Male,0,0,40,OtherCountry,0
35170,21,Private,214956,10,Never-married,Tech-support,Own-child,White,Male,0,0,30,United-States,0
30580,39,Private,174343,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
32830,31,Private,169085,7,Married-civ-spouse,Sales,Wife,White,Female,0,0,20,United-States,0
30300,18,Private,115815,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,20,United-States,0
18645,21,Private,240063,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,0
31465,48,Self-emp-not-inc,191389,10,Separated,Sales,Unmarried,White,Female,0,0,50,United-States,0
15778,27,Private,182386,7,Divorced,Prof-specialty,Unmarried,White,Female,0,0,35,United-States,0
40886,30,Private,184435,9,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,0
48733,25,Private,193787,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,45,United-States,0
19455,23,Private,263899,9,Never-married,Prof-specialty,Own-child,Black,Male,0,0,12,OtherCountry,0
38547,37,Local-gov,75387,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
38448,41,Private,236483,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
38501,54,Private,181246,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
19090,18,Private,214989,10,Never-married,Prof-specialty,Own-child,White,Female,0,1602,24,United-States,0
26340,27,Private,177072,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
32176,41,Local-gov,160785,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
33858,33,Private,31740,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
16792,31,Private,187901,10,Never-married,Sales,Not-in-family,White,Female,0,1504,40,United-States,0
37319,31,Self-emp-not-inc,206609,6,Never-married,Transport-moving,Not-in-family,White,Male,0,2205,60,United-States,0
41278,35,Private,196373,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1672,40,United-States,0
36146,46,State-gov,104908,9,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,0
32197,22,State-gov,24395,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,0
47266,19,Private,167087,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States,0
13962,20,Private,218215,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
32978,37,State-gov,67083,10,Married-civ-spouse,Prof-specialty,Other-relative,OtherRace,Male,0,0,40,OtherCountry,0
15221,36,Private,268620,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,33,United-States,0
25571,19,Private,168601,7,Never-married,Other-service,Other-relative,White,Male,0,0,30,United-States,0
31304,42,Private,152889,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,0
32974,22,Private,213291,12,Never-married,Prof-specialty,Own-child,White,Male,0,0,25,United-States,0
4955,65,Local-gov,205024,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,8,United-States,0
27004,32,State-gov,169973,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,0
24782,29,Local-gov,188909,13,Never-married,Prof-specialty,Own-child,Black,Female,0,0,42,United-States,0
24760,24,Private,174182,7,Married-civ-spouse,Prof-specialty,Wife,OtherRace,Female,0,0,24,United-States,0
17267,18,Private,212370,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,25,United-States,0
26878,25,Private,139012,13,Never-married,Sales,Own-child,OtherRace,Male,2174,0,40,OtherCountry,0
18713,30,Private,293512,11,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,0
10789,34,Private,133503,10,Divorced,Transport-moving,Not-in-family,White,Male,2174,0,40,United-States,0
41163,24,Private,114939,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0
39198,32,Private,178109,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,36,United-States,0
39011,32,Private,453983,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,44,United-States,0
27281,39,Self-emp-not-inc,194668,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,16,United-States,0
15810,39,Private,236391,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,0
39152,23,Private,66432,10,Separated,Sales,Unmarried,Black,Female,0,0,35,United-States,0
44658,24,Private,187031,14,Never-married,Sales,Unmarried,Black,Female,0,0,38,United-States,0
16594,59,Self-emp-not-inc,96459,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
43994,33,State-gov,85632,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0
47543,34,Private,258425,11,Never-married,Sales,Not-in-family,OtherRace,Male,2597,0,45,United-States,0
28725,52,State-gov,189728,9,Separated,Other-service,Not-in-family,White,Female,0,0,35,United-States,0
40431,49,Private,68493,9,Married-spouse-absent,Craft-repair,Unmarried,Black,Male,0,0,40,United-States,0
1513,66,Self-emp-not-inc,298834,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0
24097,19,Private,389942,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0
36389,36,Private,104213,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
16766,35,Private,210150,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
30446,19,Private,208366,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0
48761,68,Self-emp-not-inc,273088,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,10,United-States,0
24149,21,Private,140012,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,0
17216,33,Local-gov,173806,12,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
48389,20,Private,180339,9,Never-married,Other-service,Other-relative,White,Female,0,0,35,United-States,0
6222,54,Self-emp-not-inc,163815,14,Divorced,Sales,Not-in-family,White,Male,0,0,60,United-States,0
4467,40,Private,123557,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
44884,19,Private,291181,9,Never-married,Sales,Other-relative,White,Female,0,0,28,OtherCountry,0
34413,30,Local-gov,79190,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
15973,36,Private,66304,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,0
9426,58,Private,417419,4,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0
37367,46,Self-emp-not-inc,115971,5,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
19914,25,Local-gov,366796,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
38836,35,Private,289890,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
24762,54,Private,231482,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
15585,50,Federal-gov,299831,10,Divorced,Adm-clerical,Unmarried,White,Female,0,880,40,United-States,0
12544,43,Local-gov,186995,9,Divorced,Protective-serv,Unmarried,White,Female,0,0,40,United-States,0
38629,57,Private,180636,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
17943,36,Federal-gov,192150,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
16194,32,Private,108023,14,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
33533,40,Self-emp-not-inc,173651,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,0
34829,37,Private,165034,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,2002,40,United-States,0
12366,17,Private,163836,6,Never-married,Sales,Own-child,White,Female,0,0,12,United-States,0
34830,39,Private,93174,9,Divorced,Transport-moving,Own-child,White,Male,0,0,60,United-States,0
11498,33,Private,54782,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1579,42,United-States,0
3374,46,Private,192208,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,0
25033,37,Private,122493,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,0
23584,20,Private,216472,10,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,0
8179,60,Private,27886,4,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,0
37385,40,Private,166088,11,Widowed,Adm-clerical,Unmarried,White,Female,0,0,30,United-States,0
3486,34,Private,197688,9,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,0
45720,45,Private,166863,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
25930,58,Private,114362,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,30,United-States,0
19489,90,Private,84553,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
41758,31,Private,29144,10,Divorced,Other-service,Not-in-family,White,Male,0,0,50,United-States,0
40221,18,Self-emp-inc,29582,7,Never-married,Farming-fishing,Own-child,White,Male,0,0,50,United-States,0
16688,47,Self-emp-not-inc,249585,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,0
35149,24,Private,234259,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,0
45303,17,Private,507492,7,Never-married,Sales,Own-child,White,Female,0,0,15,OtherCountry,0
12782,31,State-gov,190305,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0
195,23,Private,197387,3,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,0,40,OtherCountry,0
3147,26,Private,139992,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
37492,31,Private,213307,4,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,20,OtherCountry,0
48618,24,Local-gov,157678,9,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Female,2036,0,42,United-States,0
23044,53,Self-emp-inc,110445,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,0
39346,28,Private,258862,11,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,18,United-States,0
30668,39,Private,176279,13,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,0
7086,19,Private,183041,9,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,0
6748,81,Private,122651,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,15,United-States,0
9128,18,Self-emp-inc,119422,9,Never-married,Other-service,Unmarried,OtherRace,Female,0,0,30,OtherCountry,0
35818,46,Private,34186,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
41704,25,Private,225865,9,Never-married,Other-service,Unmarried,White,Female,0,0,50,United-States,0
38587,51,Private,59840,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,2174,0,40,United-States,0
47087,36,Self-emp-not-inc,240810,8,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
8521,61,Private,202952,6,Divorced,Other-service,Not-in-family,Black,Female,0,0,24,United-States,0
44980,50,Private,81253,9,Married-civ-spouse,Other-service,Wife,OtherRace,Female,0,0,30,United-States,0
14480,61,Federal-gov,60641,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,United-States,0
40416,28,Private,173483,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,5013,0,20,United-States,0
44203,36,Private,177895,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
25945,39,Local-gov,316582,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,55,United-States,0
42655,27,Private,170148,13,Never-married,Tech-support,Own-child,White,Female,0,0,28,United-States,0
30069,38,Local-gov,287658,14,Divorced,Prof-specialty,Not-in-family,Black,Male,0,0,40,OtherCountry,0
6163,25,Private,391192,10,Never-married,Sales,Own-child,White,Male,0,0,24,United-States,0
621,45,Private,462440,7,Widowed,Other-service,Not-in-family,Black,Female,0,0,20,United-States,0
10222,18,Private,137363,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,30,United-States,0
22707,17,Local-gov,170916,6,Never-married,Protective-serv,Own-child,White,Female,0,1602,40,United-States,0
45955,35,Private,177482,9,Married-civ-spouse,Machine-op-inspct,Husband,OtherRace,Male,0,0,40,United-States,0
7967,28,Self-emp-not-inc,214689,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
27360,47,Private,178341,13,Married-civ-spouse,Sales,Husband,White,Male,4064,0,60,United-States,0
5681,60,Private,81578,5,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
15573,39,Private,177181,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
45673,72,Self-emp-not-inc,103368,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,21,United-States,0
29186,25,Private,397962,9,Never-married,Adm-clerical,Other-relative,Black,Female,0,0,40,United-States,0
46086,35,Private,76878,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,OtherCountry,0
14698,44,Private,182629,14,Divorced,Sales,Not-in-family,White,Male,0,0,24,OtherCountry,0
38234,19,Private,322866,9,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,0
15116,60,Private,74243,11,Widowed,Craft-repair,Not-in-family,White,Female,0,0,30,United-States,0
9757,29,Private,86613,2,Never-married,Other-service,Not-in-family,White,Male,0,0,20,OtherCountry,0
